model,task,split,idiom_id,base_pie,f1_mean,f1_std,precision_mean,recall_mean,num_samples_total,n_seeds
neodictabert,cls,seen_test,43,פתח עיניים,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,44,קבר את עצמו,0.873015873015873,0.0,0.9,0.875,24,3
neodictabert,cls,seen_test,45,קיבל סטירה,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,46,קיפל את הזנב,0.77989417989418,0.08064575188680485,0.8555555555555555,0.7916666666666666,24,3
neodictabert,cls,seen_test,47,קפא במקום,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,48,קפץ למים,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,50,שבר את הכלים,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,51,שבר את הלב,0.9111111111111111,0.15396007178390014,0.9444444444444443,0.9166666666666666,24,3
neodictabert,cls,seen_test,52,שבר את הקרח,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,53,שבר את הראש,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
neodictabert,cls,seen_test,54,שבר את תקרת הזכוכית,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
neodictabert,cls,seen_test,56,שחרר קיטור,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,57,שיחק באש,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,58,שם עליו פס,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,59,שם רגליים,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,60,שפכה אור,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,unseen_test,2,איבד את הראש,0.9540903458499388,0.019137653045461698,0.9569035964384801,0.9541666666666666,240,3
neodictabert,cls,unseen_test,19,חצה קו אדום,0.9749765343869661,0.012525429439388674,0.9763705444363414,0.975,240,3
neodictabert,cls,unseen_test,20,חתך פינה,0.9541020565948392,0.02612524402840751,0.9556940575233258,0.9541666666666666,240,3
neodictabert,cls,unseen_test,33,נשאר מאחור,0.9457204530127802,0.007195343841863407,0.9496885892234731,0.9458333333333333,240,3
neodictabert,cls,unseen_test,49,רץ אחרי הזנב של עצמו,0.9833320310465177,0.0072157505514049425,0.9835365853658536,0.9833333333333334,240,3
neodictabert,cls,unseen_test,55,שבר שתיקה,0.7074767174209443,0.023762956810399735,0.8244580986516471,0.7291666666666666,240,3
neodictabert,span,seen_test,1,איבד את הצפון,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,3,דרך במקום,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,4,הוריד את הכפפות,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,5,הוריד פרופיל,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,6,החזיק אצבעות,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,7,הייתה בעננים,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,8,הלך בין טיפות,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,9,הלך על ביצים,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,10,הניף דגל לבן,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,11,הרים את הראש,0.9166666666666666,0.07216878364870323,0.9166666666666666,0.9166666666666666,24,3
neodictabert,span,seen_test,12,הרים גבה,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,13,הרים ידיים,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,14,חותך כמו סכין,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,15,חזר למסלול,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,16,חטף חום,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,17,חטף מכה,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,18,חיבר נקודות,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,21,יצא מהקופסה,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,22,ירד לו האסימון,0.9411764705882352,0.0,0.8888888888888888,1.0,24,3
neodictabert,span,seen_test,23,ירד מהעץ,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,24,ירד מהפסים,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,25,ירה לכל הכיוונים,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,26,ירק דם,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,27,לב זהב,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,28,לקח צעד אחורה,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,29,משך בחוטים,0.9777777777777779,0.03849001794597503,1.0,0.9583333333333334,24,3
neodictabert,span,seen_test,30,נכנס מתחת לאלונקה,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,31,נפל בין הכיסאות,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,32,נפל מהכיסא,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,34,נשבר מבפנים,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,35,נשך שפתיים,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,36,נתן גז,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,37,נתן יד,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,38,סגר חשבון,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,39,עשה סלט,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,40,עשה סצנה,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,41,פתח דלתות,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,42,פתח דף חדש,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,43,פתח עיניים,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,44,קבר את עצמו,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,45,קיבל סטירה,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,46,קיפל את הזנב,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,47,קפא במקום,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,48,קפץ למים,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,50,שבר את הכלים,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,51,שבר את הלב,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,52,שבר את הקרח,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,53,שבר את הראש,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,54,שבר את תקרת הזכוכית,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,56,שחרר קיטור,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,57,שיחק באש,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,58,שם עליו פס,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,59,שם רגליים,1.0,0.0,1.0,1.0,24,3
neodictabert,span,seen_test,60,שפכה אור,1.0,0.0,1.0,1.0,24,3
neodictabert,span,unseen_test,2,איבד את הראש,0.9696840994892294,0.0307211173996247,0.9912037037037038,0.9500000000000001,240,3
neodictabert,span,unseen_test,19,חצה קו אדום,0.5256027253668764,0.2092615540650128,0.5262130801687763,0.525,240,3
neodictabert,span,unseen_test,20,חתך פינה,0.9833333333333334,0.00721687836487036,0.9833333333333334,0.9833333333333334,240,3
neodictabert,span,unseen_test,33,נשאר מאחור,0.45564385846916705,0.33863193889117105,0.6453853046594982,0.3791666666666667,240,3
neodictabert,span,unseen_test,49,רץ אחרי הזנב של עצמו,0.0,0.0,0.0,0.0,240,3
neodictabert,span,unseen_test,55,שבר שתיקה,0.9937629399585921,0.006250040186077592,0.9917181069958847,0.9958333333333332,240,3
xlm-roberta-base,cls,seen_test,1,איבד את הצפון,0.7444444444444445,0.00962250448649373,0.7777777777777777,0.75,24,3
xlm-roberta-base,cls,seen_test,3,דרך במקום,0.8687830687830688,0.13338371434149188,0.9111111111111111,0.875,24,3
xlm-roberta-base,cls,seen_test,4,הוריד את הכפפות,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
xlm-roberta-base,cls,seen_test,5,הוריד פרופיל,0.873015873015873,0.0,0.9,0.875,24,3
xlm-roberta-base,cls,seen_test,6,החזיק אצבעות,0.7417989417989418,0.12719559112225792,0.7888888888888889,0.75,24,3
xlm-roberta-base,cls,seen_test,7,הייתה בעננים,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,8,הלך בין טיפות,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,9,הלך על ביצים,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
xlm-roberta-base,cls,seen_test,10,הניף דגל לבן,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,11,הרים את הראש,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
xlm-roberta-base,cls,seen_test,12,הרים גבה,0.7473544973544973,0.1270047932918534,0.7611111111111111,0.75,24,3
xlm-roberta-base,cls,seen_test,13,הרים ידיים,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
xlm-roberta-base,cls,seen_test,14,חותך כמו סכין,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,15,חזר למסלול,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
xlm-roberta-base,cls,seen_test,16,חטף חום,0.8264550264550264,0.08064575188680485,0.8777777777777778,0.8333333333333334,24,3
xlm-roberta-base,cls,seen_test,17,חטף מכה,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,18,חיבר נקודות,0.873015873015873,0.0,0.9,0.875,24,3
xlm-roberta-base,cls,seen_test,21,יצא מהקופסה,0.873015873015873,0.0,0.9,0.875,24,3
xlm-roberta-base,cls,seen_test,22,ירד לו האסימון,0.791005291005291,0.07102324740031109,0.7999999999999999,0.7916666666666666,24,3
xlm-roberta-base,cls,seen_test,23,ירד מהעץ,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
xlm-roberta-base,cls,seen_test,24,ירד מהפסים,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,25,ירה לכל הכיוונים,0.7417989417989418,0.12719559112225792,0.7888888888888889,0.75,24,3
xlm-roberta-base,cls,seen_test,26,ירק דם,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,27,לב זהב,0.873015873015873,0.0,0.9,0.875,24,3
xlm-roberta-base,cls,seen_test,28,לקח צעד אחורה,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
xlm-roberta-base,cls,seen_test,29,משך בחוטים,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,30,נכנס מתחת לאלונקה,0.7007936507936509,0.0712829202832759,0.7388888888888889,0.7083333333333334,24,3
xlm-roberta-base,cls,seen_test,31,נפל בין הכיסאות,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,32,נפל מהכיסא,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,34,נשבר מבפנים,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
xlm-roberta-base,cls,seen_test,35,נשך שפתיים,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
xlm-roberta-base,cls,seen_test,36,נתן גז,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,37,נתן יד,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,38,סגר חשבון,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
xlm-roberta-base,cls,seen_test,39,עשה סלט,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,40,עשה סצנה,0.5053391053391053,0.15151597608516099,0.5563492063492063,0.5833333333333334,24,3
xlm-roberta-base,cls,seen_test,41,פתח דלתות,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,42,פתח דף חדש,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
xlm-roberta-base,cls,seen_test,43,פתח עיניים,0.791005291005291,0.07102324740031109,0.7999999999999999,0.7916666666666666,24,3
xlm-roberta-base,cls,seen_test,44,קבר את עצמו,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
xlm-roberta-base,cls,seen_test,45,קיבל סטירה,0.8264550264550264,0.08064575188680483,0.8777777777777778,0.8333333333333334,24,3
xlm-roberta-base,cls,seen_test,46,קיפל את הזנב,0.7333333333333334,0.0,0.8333333333333334,0.75,24,3
xlm-roberta-base,cls,seen_test,47,קפא במקום,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
xlm-roberta-base,cls,seen_test,48,קפץ למים,0.8687830687830688,0.13338371434149185,0.9111111111111111,0.875,24,3
xlm-roberta-base,cls,seen_test,50,שבר את הכלים,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,51,שבר את הלב,0.8264550264550264,0.08064575188680485,0.8777777777777778,0.8333333333333334,24,3
xlm-roberta-base,cls,seen_test,52,שבר את הקרח,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
xlm-roberta-base,cls,seen_test,53,שבר את הראש,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
xlm-roberta-base,cls,seen_test,54,שבר את תקרת הזכוכית,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,56,שחרר קיטור,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
xlm-roberta-base,cls,seen_test,57,שיחק באש,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,58,שם עליו פס,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,cls,seen_test,59,שם רגליים,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
xlm-roberta-base,cls,seen_test,60,שפכה אור,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
xlm-roberta-base,cls,unseen_test,2,איבד את הראש,0.9498837509312695,0.021737911523023568,0.9535365930714769,0.9500000000000001,240,3
xlm-roberta-base,cls,unseen_test,19,חצה קו אדום,0.9457452772639062,0.03150740315625888,0.9485231229417276,0.9458333333333333,240,3
xlm-roberta-base,cls,unseen_test,20,חתך פינה,0.8695583858719428,0.007698359218202934,0.8859233336798217,0.8708333333333332,240,3
xlm-roberta-base,cls,unseen_test,33,נשאר מאחור,0.8915402030300649,0.007272238648812181,0.8934621804878843,0.8916666666666666,240,3
xlm-roberta-base,cls,unseen_test,49,רץ אחרי הזנב של עצמו,0.9707974764318282,0.014463117997146996,0.9726791453961051,0.9708333333333333,240,3
xlm-roberta-base,cls,unseen_test,55,שבר שתיקה,0.8048396454277039,0.049749821927372574,0.8647091020316173,0.8125,240,3
xlm-roberta-base,span,seen_test,1,איבד את הצפון,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,3,דרך במקום,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,4,הוריד את הכפפות,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,5,הוריד פרופיל,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,6,החזיק אצבעות,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,7,הייתה בעננים,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,8,הלך בין טיפות,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,9,הלך על ביצים,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,10,הניף דגל לבן,0.9166666666666666,0.07216878364870322,0.9166666666666666,0.9166666666666666,24,3
xlm-roberta-base,span,seen_test,11,הרים את הראש,0.8453159041394337,0.03773531171174023,0.7851851851851852,0.9166666666666666,24,3
xlm-roberta-base,span,seen_test,12,הרים גבה,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,13,הרים ידיים,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,14,חותך כמו סכין,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,15,חזר למסלול,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,16,חטף חום,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,17,חטף מכה,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,18,חיבר נקודות,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,21,יצא מהקופסה,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,22,ירד לו האסימון,0.9411764705882352,0.0,0.8888888888888888,1.0,24,3
xlm-roberta-base,span,seen_test,23,ירד מהעץ,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,24,ירד מהפסים,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,25,ירה לכל הכיוונים,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,26,ירק דם,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,27,לב זהב,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,28,לקח צעד אחורה,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,29,משך בחוטים,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,30,נכנס מתחת לאלונקה,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,31,נפל בין הכיסאות,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,32,נפל מהכיסא,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,34,נשבר מבפנים,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,35,נשך שפתיים,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,36,נתן גז,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,37,נתן יד,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,38,סגר חשבון,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,39,עשה סלט,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,40,עשה סצנה,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,41,פתח דלתות,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,42,פתח דף חדש,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,43,פתח עיניים,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,44,קבר את עצמו,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,45,קיבל סטירה,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,46,קיפל את הזנב,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,47,קפא במקום,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,48,קפץ למים,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,50,שבר את הכלים,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,51,שבר את הלב,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,52,שבר את הקרח,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,53,שבר את הראש,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,54,שבר את תקרת הזכוכית,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,56,שחרר קיטור,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,57,שיחק באש,0.9583333333333334,0.07216878364870322,0.9583333333333334,0.9583333333333334,24,3
xlm-roberta-base,span,seen_test,58,שם עליו פס,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,59,שם רגליים,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,seen_test,60,שפכה אור,1.0,0.0,1.0,1.0,24,3
xlm-roberta-base,span,unseen_test,2,איבד את הראש,0.9979296066252589,0.0035860265167057567,0.9958847736625515,1.0,240,3
xlm-roberta-base,span,unseen_test,19,חצה קו אדום,0.562621886936013,0.30382373349960534,0.5546949703576209,0.5708333333333333,240,3
xlm-roberta-base,span,unseen_test,20,חתך פינה,0.9624467752646587,0.016773820127968627,0.9624433505235194,0.9625,240,3
xlm-roberta-base,span,unseen_test,33,נשאר מאחור,0.3472363704961328,0.19025195097893552,0.674040404040404,0.24583333333333335,240,3
xlm-roberta-base,span,unseen_test,49,רץ אחרי הזנב של עצמו,0.0,0.0,0.0,0.0,240,3
xlm-roberta-base,span,unseen_test,55,שבר שתיקה,0.7758121621988963,0.13747481996886313,0.827143378958661,0.7374999999999999,240,3
