id,split,language,source,text,expression,matched_expression,span_start,span_end,token_span_start,token_span_end,num_tokens,label,label_2,iob2_tags,char_mask
2616,unseen_idiom_test,he,inhouse,"הדמות הקטנה מקרמיקה איבדה את הראש בשקית הצעצועים, ורק כשהגענו לבית הסבתא הבנו שהכול התפורר – האם גם אנחנו שומרים זיכרונות שבירים מדי במקומות הלא נכונים?",איבד את הראש,איבדה את הראש,20,33,3,6,26,מילולי,0,O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,00000000000000000000111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2617,unseen_idiom_test,he,inhouse,פסל האבן איבד את הראש אחרי שנפל מהעמוד,איבד את הראש,איבד את הראש,9,21,2,5,8,מילולי,0,O O B-IDIOM I-IDIOM I-IDIOM O O O,00000000011111111111100000000000000000
2618,unseen_idiom_test,he,inhouse,"הבובה איבדה את הראש בזמן ניקוי המדף כי לא חיברו אותה כמו שצריך, ואמא שלי אמרה בחיוך עייף: ""בדיוק ככה קורים טעויות גם בעבודה – לא מהעומס, אלא מהפזיזות"".",איבד את הראש,איבדה את הראש,6,19,1,4,29,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O,0000001111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2619,unseen_idiom_test,he,inhouse,"כשהדמות נפלה לתוך האקווריום, היא איבדה את הראש בטעות.",איבד את הראש,איבדה את הראש,33,46,5,8,9,מילולי,0,O O O O O B-IDIOM I-IDIOM I-IDIOM O,00000000000000000000000000000000011111111111110000000
2620,unseen_idiom_test,he,inhouse,הפסלון נפל ונאבד הראש שלו אחרי שהוזז ממקומו בתערוכה,איבד את הראש,ונאבד הראש,11,21,2,4,9,מילולי,0,O O B-IDIOM I-IDIOM O O O O O,000000000001111111111000000000000000000000000000000
2621,unseen_idiom_test,he,inhouse,"במשחק בחצר עם כל הילדים, הבובה שלה איבדה את הראש מרוב כל הבלאגן שנוצר שם.",איבד את הראש,איבדה את הראש,35,48,7,10,15,מילולי,0,O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O,0000000000000000000000000000000000011111111111110000000000000000000000000
2622,unseen_idiom_test,he,inhouse,"אם החייל מפלסטיק לא היה מאבד את הראש בקרב הדמיוני מול מכוניות צעצוע, אולי בני לא היה שואל אותי אם גם חיילים אמיתיים נופלים ככה במלחמה.",איבד את הראש,מאבד את הראש,24,36,5,8,26,מילולי,0,O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O,00000000000000000000000011111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2623,unseen_idiom_test,he,inhouse,פסל השיש איבד את הראש בגלל סדק ישן,איבד את הראש,איבד את הראש,9,21,2,5,8,מילולי,0,O O B-IDIOM I-IDIOM I-IDIOM O O O,0000000001111111111110000000000000
2624,unseen_idiom_test,he,inhouse,"הדמות מקרמיקה איבדה את הראש בזמן המעבר לבית החדש, וכשניסיתי להדביק אותה שוב הבנתי שדווקא הסדקים נתנו לה אופי – לא כל שבר הוא כישלון.",איבד את הראש,איבדה את הראש,14,27,2,5,25,מילולי,0,O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,000000000000001111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2625,unseen_idiom_test,he,inhouse,הפסל שעמד שנים רבות בכיכר העיר איבד את הראש שלו בנפילה מהרוח החזקה.,איבד את הראש,איבד את הראש,31,43,6,9,13,מילולי,0,O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O,0000000000000000000000000000000111111111111000000000000000000000000
2626,unseen_idiom_test,he,inhouse,הפסל העתיק איבד את הראש ברעידת האדמה.,איבד את הראש,איבד את הראש,11,23,2,5,7,מילולי,0,O O B-IDIOM I-IDIOM I-IDIOM O O,0000000000011111111111100000000000000
2627,unseen_idiom_test,he,inhouse,"הפסל במוזיאון איבד את הראש אחרי שילד דחף אותו בטעות, וההמולה שנוצרה הפכה לשיעור חינוכי על אחריות ציבורית ואמנות עתיקה – כמה מהר טעויות הופכות לחדשות.",איבד את הראש,איבד את הראש,14,26,2,5,26,מילולי,0,O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O,00000000000000111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2628,unseen_idiom_test,he,inhouse,הפסל בגינה איבד את הראש ונשבר לשניים.,איבד את הראש,איבד את הראש,11,23,2,5,7,מילולי,0,O O B-IDIOM I-IDIOM I-IDIOM O O,0000000000011111111111100000000000000
2629,unseen_idiom_test,he,inhouse,"הבובה איבדה את הראש בפינת המשחקים בבית הספר, ואף אחד לא שם לב עד שגננת אחת מצאה אותו – מעניין כמה דברים אנחנו מאבדים מבלי לשים לב בכלל.",איבד את הראש,איבדה את הראש,6,19,1,4,28,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O,000000111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2630,unseen_idiom_test,he,inhouse,הדמות מהלגו איבדה את הראש במזוודה.,איבד את הראש,איבדה את הראש,12,25,2,5,6,מילולי,0,O O B-IDIOM I-IDIOM I-IDIOM O,0000000000001111111111111000000000
2631,unseen_idiom_test,he,inhouse,האביזר נשבר והדמות איבדה את הראש שלה.,איבד את הראש,איבדה את הראש,19,32,3,6,7,מילולי,0,O O O B-IDIOM I-IDIOM I-IDIOM O,0000000000000000000111111111111100000
2632,unseen_idiom_test,he,inhouse,"אם החייל הקטן היה עשוי מברזל ולא מפלסטיק זול, הוא לא היה מאבד את הראש בקרב המדומיין, אבל אולי אז היה מאבד משהו אחר – את הדמיון של הילד ששיחק בו.",איבד את הראש,מאבד את הראש,57,69,12,15,31,מילולי,0,O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O,000000000000000000000000000000000000000000000000000000000111111111111000000000000000000000000000000000000000000000000000000000000000000000000000
2633,unseen_idiom_test,he,inhouse,הצעצוע איבד את הראש והתגלגל מתחת למיטה.,איבד את הראש,איבד את הראש,7,19,1,4,7,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O,000000011111111111100000000000000000000
2634,unseen_idiom_test,he,inhouse,"הפסלון העתיק איבד את הראש במהלך שיפוץ במוזיאון הלאומי, אך האירוע הפך לסמל לכך שגם יצירות שמאבדות שלמותן ממשיכות ללמד אותנו על יופי, זמן ושבריריות האדם.",איבד את הראש,איבד את הראש,13,25,2,5,26,מילולי,0,O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O,0000000000000111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2635,unseen_idiom_test,he,inhouse,פסל האבן איבד את הראש בתהליך השחזור.,איבד את הראש,איבד את הראש,9,21,2,5,7,מילולי,0,O O B-IDIOM I-IDIOM I-IDIOM O O,000000000111111111111000000000000000
2636,unseen_idiom_test,he,inhouse,הפסלון הקטן איבד את הראש ונשאר גוף בלבד.,איבד את הראש,איבד את הראש,12,24,2,5,8,מילולי,0,O O B-IDIOM I-IDIOM I-IDIOM O O O,0000000000001111111111110000000000000000
2637,unseen_idiom_test,he,inhouse,הדמות מהקרמיקה איבדה את הראש כשנפלה מהמדף.,איבד את הראש,איבדה את הראש,15,28,2,5,7,מילולי,0,O O B-IDIOM I-IDIOM I-IDIOM O O,000000000000000111111111111100000000000000
2638,unseen_idiom_test,he,inhouse,"הבובה מהילדות איבדה את הראש אחרי שנים של אחסון, וכשפתחתי את הקופסה הרגשתי צביטה בלב – האם באמת אנחנו שומרים צעצועים או שהם שומרים אותנו?",איבד את הראש,איבדה את הראש,14,27,2,5,25,מילולי,0,O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,0000000000000011111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2639,unseen_idiom_test,he,inhouse,הבובה נשברה ואיבדה את הראש בשקית האחסון.,איבד את הראש,ואיבדה את הראש,12,26,2,5,7,מילולי,0,O O B-IDIOM I-IDIOM I-IDIOM O O,0000000000001111111111111100000000000000
2640,train,he,inhouse,"אם היה לו לב זהב אמיתי, האם היה שותק כשכולם סביבו סבלו? במקום לדבר, הוא בחר לפעול בשקט, וזה מה שהפך אותו לאדם שאנשים באמת מעריכים.",לב זהב,לב זהב,10,16,3,5,26,פיגורטיבי,1,O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O,0000000000111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2641,train,he,inhouse,היא עם לב זהב כי היא מאכילה כל חתול רחוב שהיא פוגשת.,לב זהב,לב זהב,7,13,2,4,12,פיגורטיבי,1,O O B-IDIOM I-IDIOM O O O O O O O O,0000000111111000000000000000000000000000000000000000
2642,train,he,inhouse,"בסוף השבוע האחרון, האחות במחלקת הילדים הוכיחה שלב זהב חשוב לא פחות ממכשור רפואי מתקדם, כשהצליחה להרגיע ילד בוכה רק בחיוך ובמגע חם.",לב זהב,שלב זהב,46,53,7,9,23,פיגורטיבי,1,O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O,0000000000000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000000000000000000000000
2643,train,he,inhouse,"הבוסית שלי עם לב זהב, היא הבינה אותי גם כשהאחרים לא.",לב זהב,לב זהב,14,20,3,5,11,פיגורטיבי,1,O O O B-IDIOM I-IDIOM O O O O O O,0000000000000011111100000000000000000000000000000000
2644,train,he,inhouse,יש לו לב זהב כי הוא תרם כליה לאדם זר.,לב זהב,לב זהב,6,12,2,4,10,פיגורטיבי,1,O O B-IDIOM I-IDIOM O O O O O O,0000001111110000000000000000000000000
2645,train,he,inhouse,"המנהל החדש הראה שלב זהב יכול להתקיים גם בעולם העסקים, כשהחליט לוותר על הבונוס האישי שלו כדי להעלות את שכר העובדים הצעירים.",לב זהב,שלב זהב,16,23,3,5,22,פיגורטיבי,1,O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O,00000000000000001111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2646,train,he,inhouse,האחות בבית החולים הוכיחה שיש לה לב זהב.,לב זהב,לב זהב,32,38,6,8,8,פיגורטיבי,1,O O O O O O B-IDIOM I-IDIOM,000000000000000000000000000000001111110
2647,test,he,inhouse,"האם ייתכן שלפוליטיקאי יש לב זהב אמיתי, או שכל מעשה טוב נובע מאינטרס? הציבור כבר מתקשה להבחין בין נדיבות אמיתית לבין יחסי ציבור מחושבים היטב.",לב זהב,לב זהב,25,31,4,6,25,פיגורטיבי,1,O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O,00000000000000000000000001111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2648,train,he,inhouse,"כלב כזה עם לב זהב לא ראיתי מימיי, הוא פשוט חמוד ומושלם.",לב זהב,לב זהב,11,17,3,5,12,פיגורטיבי,1,O O O B-IDIOM I-IDIOM O O O O O O O,0000000000011111100000000000000000000000000000000000000
2649,train,he,inhouse,חבר כזה עם לב זהב פוגשים רק פעם בחיים.,לב זהב,לב זהב,11,17,3,5,9,פיגורטיבי,1,O O O B-IDIOM I-IDIOM O O O O,00000000000111111000000000000000000000
2650,validation,he,inhouse,"אם תראה שחקן מפסיד ועדיין מפרגן ליריבו ומחבק אותו בסוף המשחק, תדע שאתה צופה באדם עם לב זהב, לא רק באתלט שמחפש תהילה.",לב זהב,לב זהב,84,90,16,18,23,פיגורטיבי,1,O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111100000000000000000000000000
2651,train,he,inhouse,יש לו לב זהב והוא סלח גם למי שפגע בו בצורה הכי קשה.,לב זהב,לב זהב,6,12,2,4,13,פיגורטיבי,1,O O B-IDIOM I-IDIOM O O O O O O O O O,000000111111000000000000000000000000000000000000000
2652,train,he,inhouse,"היא לא נולדה עם כסף, אבל לב הזהב שלה גרם לעשרות משפחות לקבל אוכל חם בחורף – לפעמים עושר נמדד בכמה אתה נותן, לא במה שיש לך.",לב זהב,לב הזהב,25,32,6,8,27,פיגורטיבי,1,O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O,00000000000000000000000001111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2653,train,he,inhouse,לפעמים לב זהב חשוב יותר מכל תואר או כסף.,לב זהב,לב זהב,7,13,1,3,9,פיגורטיבי,1,O B-IDIOM I-IDIOM O O O O O O,0000000111111000000000000000000000000000
2654,test,he,inhouse,הילד עם לב זהב אימץ את החתול הפצוע מהרחוב.,לב זהב,לב זהב,8,14,2,4,9,פיגורטיבי,1,O O B-IDIOM I-IDIOM O O O O O,000000001111110000000000000000000000000000
2655,train,he,inhouse,"אל תגיד שאין עוד אנשים טובים בעולם, כי ראיתי בעצמי איך איש פשוט עם לב זהב עצר בצד הדרך כדי לעזור לזר באמצע הלילה הגשום.",לב זהב,לב זהב,67,73,14,16,25,פיגורטיבי,1,O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O,00000000000000000000000000000000000000000000000000000000000000000001111110000000000000000000000000000000000000000000000
2656,train,he,inhouse,"רואים ישר שהמורה עם לב זהב, היא נשארת אחרי שעות הצהריים כדי לעזור לתלמידים",לב זהב,לב זהב,20,26,4,6,14,פיגורטיבי,1,O O O O B-IDIOM I-IDIOM O O O O O O O O,00000000000000000000111111000000000000000000000000000000000000000000000000
2657,train,he,inhouse,"למרות שהרופא עבד שעות ארוכות ולא ראה את משפחתו ימים שלמים, הוא לא איבד את לב הזהב שבו, ונשאר אנושי כלפי כל מטופל שהגיע אליו בבכי.",לב זהב,לב הזהב,74,81,15,17,26,פיגורטיבי,1,O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O,000000000000000000000000000000000000000000000000000000000000000000000000001111111000000000000000000000000000000000000000000000000
2658,validation,he,inhouse,היא תמיד עם לב זהב ומקשיבה בסבלנות לכל החברות שלה,לב זהב,לב זהב,12,18,3,5,10,פיגורטיבי,1,O O O B-IDIOM I-IDIOM O O O O O,0000000000001111110000000000000000000000000000000
2659,train,he,inhouse,איך אפשר שלא לראות שיש לה לב זהב?,לב זהב,לב זהב,26,32,6,8,8,פיגורטיבי,1,O O O O O O B-IDIOM I-IDIOM,000000000000000000000000001111110
2660,validation,he,inhouse,"אם למנהיג היה לב זהב ולא לב של אבן, אולי היה בוחר בדרך פיוס ולא במלחמה שמחסלת כל תקווה לדור הבא.",לב זהב,לב זהב,14,20,3,5,21,פיגורטיבי,1,O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O,000000000000001111110000000000000000000000000000000000000000000000000000000000000000000000000000
2661,train,he,inhouse,"גם כשהיא איבדה הכול היא לא הפסיקה לתרום לנזקקים, איזה לב זהב יש לה",לב זהב,לב זהב,54,60,10,12,14,פיגורטיבי,1,O O O O O O O O O O B-IDIOM I-IDIOM O O,000000000000000000000000000000000000000000000000000000111111000000
2662,validation,he,inhouse,"תזכור, לב זהב חשוב יותר מכל כישרון טכנולוגי",לב זהב,לב זהב,7,13,1,3,8,פיגורטיבי,1,O B-IDIOM I-IDIOM O O O O O,0000000111111000000000000000000000000000000
2663,train,he,inhouse,"שדר הספורט אמר בחיוך שהקבוצה הפסידה, אבל לב הזהב של השוער גרם לכל האוהדים לקום ולמחוא כפיים – נדיר לראות כזו רוח ספורט אמיתית היום.",לב זהב,לב הזהב,41,48,7,9,25,פיגורטיבי,1,O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O,00000000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000
2664,train,he,inhouse,למה אתה לא מודה שיש לה לב זהב?,לב זהב,לב זהב,23,29,6,8,8,פיגורטיבי,1,O O O O O O B-IDIOM I-IDIOM,000000000000000000000001111110
2665,train,he,inhouse,הוא עם לב זהב ולכן כל החברים סומכים עליו,לב זהב,לב זהב,7,13,2,4,9,פיגורטיבי,1,O O B-IDIOM I-IDIOM O O O O O,0000000111111000000000000000000000000000
2666,train,he,inhouse,"זאת תכונה שמופיעה דווקא ברגעי קושי, לדוגמא כשהמורה שילמה מכספה האישי על ציוד לתלמידיה העניים, אז לב זהב איננו רק ביטוי רומנטי הוא באמת יכול להתבטא במעשים.",לב זהב,לב זהב,97,103,16,18,27,פיגורטיבי,1,O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111000000000000000000000000000000000000000000000000000
2667,train,he,inhouse,האחות ההיא הראתה שיש לה לב זהב גם ברגעי משבר קשים,לב זהב,לב זהב,24,30,5,7,11,פיגורטיבי,1,O O O O O B-IDIOM I-IDIOM O O O O,0000000000000000000000001111110000000000000000000
2668,test,he,inhouse,הוא תמיד אומר שלב זהב מנצח כל קושי פוליטי,לב זהב,שלב זהב,14,21,3,5,9,פיגורטיבי,1,O O O B-IDIOM I-IDIOM O O O O,00000000000000111111100000000000000000000
2669,train,he,inhouse,איך ילד כל כך קטן יכול להיות עם לב זהב?,לב זהב,לב זהב,32,38,8,10,10,פיגורטיבי,1,O O O O O O O O B-IDIOM I-IDIOM,000000000000000000000000000000001111110
2670,train,he,inhouse,"היא לא חיפשה תשומת לב, אך כשהתנדבה כל שבוע בבית החולים, כל מי שפגש אותה ידע מיד – זו אישה עם לב זהב שאין שני לו.",לב זהב,לב זהב,93,99,21,23,26,פיגורטיבי,1,O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111110000000000000
2671,train,he,inhouse,היא לא פחדה להראות לב זהב גם בעבודה תחרותית,לב זהב,לב זהב,19,25,4,6,9,פיגורטיבי,1,O O O O B-IDIOM I-IDIOM O O O,0000000000000000000111111000000000000000000
2672,train,he,inhouse,"המפקד הוותיק אמר שחיילים צריכים לדעת להילחם, אבל גם לדעת להקשיב, כי לב זהב הוא הנשק החזק ביותר במלחמה על אנושיות.",לב זהב,לב זהב,68,74,12,14,21,פיגורטיבי,1,O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O,00000000000000000000000000000000000000000000000000000000000000000000111111000000000000000000000000000000000000000
2673,train,he,inhouse,"הוא עזר לזקן במדרגות, לב זהב במלוא מובן המילה",לב זהב,לב זהב,22,28,4,6,9,פיגורטיבי,1,O O O O B-IDIOM I-IDIOM O O O,000000000000000000000011111100000000000000000
2674,train,he,inhouse,מה היית עושה אם הייתה לך חברה עם לב זהב?,לב זהב,לב זהב,33,39,8,10,10,פיגורטיבי,1,O O O O O O O O B-IDIOM I-IDIOM,0000000000000000000000000000000001111110
2675,train,he,inhouse,"היא עם לב זהב, וכולם בעבודה מתפעלים ממנה",לב זהב,לב זהב,7,13,2,4,8,פיגורטיבי,1,O O B-IDIOM I-IDIOM O O O O,0000000111111000000000000000000000000000
2676,train,he,inhouse,"אם תהיה לך אפשרות לבחור בין להיות חכם או להיות עם לב זהב, תבחר בלב; השכל לא תמיד יגרום לאנשים להאמין בך, אבל הלב תמיד ישאיר רושם אמיתי.",לב זהב,לב זהב,50,56,11,13,28,פיגורטיבי,1,O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O,000000000000000000000000000000000000000000000000001111110000000000000000000000000000000000000000000000000000000000000000000000000000000
2677,train,he,inhouse,"הוא איש עסקים עם לב זהב, שלא מחפש רק רווח אישי",לב זהב,לב זהב,17,23,4,6,11,פיגורטיבי,1,O O O O B-IDIOM I-IDIOM O O O O O,0000000000000000011111100000000000000000000000
2678,test,he,inhouse,חבר עם לב זהב תמיד נמצא כשצריך כתף,לב זהב,לב זהב,7,13,2,4,8,פיגורטיבי,1,O O B-IDIOM I-IDIOM O O O O,0000000111111000000000000000000000
2679,train,he,inhouse,"כשאתה עוצר מישהו ברחוב רק כדי לשאול אם הוא בסדר, אלו המקומות בהם לב זהב לא נמדד רק במילים או במעשים גדולים, הוא נחשף דווקא ברגעים הקטנים.",לב זהב,לב זהב,65,71,13,15,27,פיגורטיבי,1,O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O,00000000000000000000000000000000000000000000000000000000000000000111111000000000000000000000000000000000000000000000000000000000000000000
2680,train,he,inhouse,"הפסל החדש שנחשף בתערוכה הלאומית עוצב בצורת לב זהב ענק ומבריק, אך רבים תהו אם זהו סמל לאהבה או דווקא לביקורת על הערצת העושר בחברה המודרנית.",לב זהב,לב זהב,43,49,7,9,26,מילולי,0,O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O,000000000000000000000000000000000000000000011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2681,train,he,inhouse,"כשחיפשתי בקופסת מתכת ישנה מהילדות, מצאתי לב זהב קטן בתוכה.",לב זהב,לב זהב,41,47,6,8,10,מילולי,0,O O O O O O B-IDIOM I-IDIOM O O,0000000000000000000000000000000000000000011111100000000000
2682,train,he,inhouse,"אם הספורטאי לא היה מנצח בתחרות, האם היו מעניקים לו מדליה שכללה לב זהב במרכזה? ייתכן שהסמל הזה נועד להזכיר שגם הפסד יכול להיעשות בכבוד.",לב זהב,לב זהב,63,69,12,14,25,מילולי,0,O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O,00000000000000000000000000000000000000000000000000000000000000011111100000000000000000000000000000000000000000000000000000000000000000
2683,train,he,inhouse,הטבעת עוטרה בלב זהב מבריק לצד אבני חן,לב זהב,בלב זהב,12,19,2,4,8,מילולי,0,O O B-IDIOM I-IDIOM O O O O,0000000000001111111000000000000000000
2684,train,he,inhouse,הם החזיקו בלון בצורת לב זהב במסיבת סיום,לב זהב,לב זהב,21,27,4,6,8,מילולי,0,O O O O B-IDIOM I-IDIOM O O,000000000000000000000111111000000000000
2685,train,he,inhouse,"הדגל הרשמי של המועדון עודכן השנה וכלל סמל חדש עם לב זהב באמצע, כדי לשדר ערכים של נאמנות, אך יש שטענו שמדובר במהלך יחצני בלבד.",לב זהב,לב זהב,49,55,10,12,25,מילולי,0,O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O,00000000000000000000000000000000000000000000000001111110000000000000000000000000000000000000000000000000000000000000000000000
2686,train,he,inhouse,המפתח היה מחובר לשרשרת עם לב זהב קטן,לב זהב,לב זהב,26,32,5,7,8,מילולי,0,O O O O O B-IDIOM I-IDIOM O,000000000000000000000000001111110000
2687,test,he,inhouse,"המורה ביקשה לעודד מצוינות ולא רק ציונים, ולכן הדביקה מדבקה בצורת לב זהב על המחברת של התלמיד שהראה שיתוף פעולה ועזרה לחבריו בכיתה.",לב זהב,לב זהב,65,71,11,13,23,מילולי,0,O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O,000000000000000000000000000000000000000000000000000000000000000001111110000000000000000000000000000000000000000000000000000000000
2688,train,he,inhouse,במוזיאון הוצג לב זהב עתיק מהתקופה הרומית,לב זהב,לב זהב,14,20,2,4,7,מילולי,0,O O B-IDIOM I-IDIOM O O O,0000000000000011111100000000000000000000
2689,train,he,inhouse,"אם תעצב קמע חדש לקבוצה שלך, אל תבחר שוב בלב זהב רק בגלל שזה נראה נוצץ; שאל את עצמך – מה הערך האמיתי שאתה רוצה לשדר?",לב זהב,בלב זהב,40,47,9,11,26,מילולי,0,O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O,0000000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000000000000000
2690,validation,he,inhouse,היא ענדה שרשרת עם לב זהב עגול ודק,לב זהב,לב זהב,18,24,4,6,8,מילולי,0,O O O O B-IDIOM I-IDIOM O O,000000000000000000111111000000000
2691,train,he,inhouse,"הצייר יצר ציור ענק שבו לב זהב בוהק מעל עיר אפלה, ובפתיחה הסביר שהלב מייצג את התקווה שעדיין פועמת גם כשנראה שהעולם מתפרק סביבנו.",לב זהב,לב זהב,23,29,5,7,24,מילולי,0,O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O,0000000000000000000000011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2692,train,he,inhouse,בתוך המעטפה הייתה גלוית ברכה עם לב זהב מצויר,לב זהב,לב זהב,32,38,6,8,9,מילולי,0,O O O O O O B-IDIOM I-IDIOM O,00000000000000000000000000000000111111000000
2693,train,he,inhouse,הילדה קיבלה מחזיק מפתחות עם לב זהב נוצץ,לב זהב,לב זהב,28,34,5,7,8,מילולי,0,O O O O O B-IDIOM I-IDIOM O,000000000000000000000000000011111100000
2694,test,he,inhouse,"בחלון הראווה של חנות התכשיטים הוצב פסל בגודל אדם עם לב זהב ענק במרכזו, ולקוחות רבים עצרו לצלם – האם מדובר באמנות או בפרסום סמוי?",לב זהב,לב זהב,52,58,10,12,25,מילולי,0,O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O,00000000000000000000000000000000000000000000000000001111110000000000000000000000000000000000000000000000000000000000000000000000
2695,train,he,inhouse,בגן המשחקים היה מתקן בצורת לב זהב,לב זהב,לב זהב,27,33,5,7,7,מילולי,0,O O O O O B-IDIOM I-IDIOM,000000000000000000000000000111111
2696,train,he,inhouse,האומן ייצר לב זהב בעבודת יד עדינה,לב זהב,לב זהב,11,17,2,4,7,מילולי,0,O O B-IDIOM I-IDIOM O O O,000000000001111110000000000000000
2697,train,he,inhouse,"החולצה החדשה של הקולקציה נשאה הדפס של לב זהב גדול באמצע, אך המעצב טען שהרעיון נולד מתוך ביקורת על תרבות הצריכה ולא ממטרה מסחרית גרידא.",לב זהב,לב זהב,38,44,7,9,25,מילולי,0,O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O,00000000000000000000000000000000000000111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2698,validation,he,inhouse,בין האבנים מצאו תליון קטן עם לב זהב,לב זהב,לב זהב,29,35,6,8,8,מילולי,0,O O O O O O B-IDIOM I-IDIOM,00000000000000000000000000000111111
2699,train,he,inhouse,הבלון שעף לשמיים היה בצורת לב זהב ענק,לב זהב,לב זהב,27,33,5,7,8,מילולי,0,O O O O O B-IDIOM I-IDIOM O,0000000000000000000000000001111110000
2700,validation,he,inhouse,"אם היית נכנס לחדרו של האמן, היית מגלה פסלון קטן עם לב זהב מבריק בפינה, שנוצר לזכר אהובה שנפטרה – לא כל יופי הוא רק עיצוב.",לב זהב,לב זהב,51,57,11,13,26,מילולי,0,O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O,0000000000000000000000000000000000000000000000000001111110000000000000000000000000000000000000000000000000000000000000000
2701,train,he,inhouse,הילד צייר לב זהב בעפרונות צבעוניים על הקיר,לב זהב,לב זהב,10,16,2,4,8,מילולי,0,O O B-IDIOM I-IDIOM O O O O,000000000011111100000000000000000000000000
2702,validation,he,inhouse,העגילים כללו לב זהב קטן בקצותיהם,לב זהב,לב זהב,13,19,2,4,6,מילולי,0,O O B-IDIOM I-IDIOM O O,00000000000001111110000000000000
2703,train,he,inhouse,במגרש התחרות סימנו את קו הסיום בלב זהב ענק כדי להזכיר למשתתפים שהערך האמיתי הוא הנחישות ולא רק המקום הראשון.,לב זהב,בלב זהב,31,38,6,8,20,מילולי,0,O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O,000000000000000000000000000000011111110000000000000000000000000000000000000000000000000000000000000000000000
