model,split,id,error_category,base_pie,pie_span,sentence,analysis,category
dictabert,seen_test,36_lit_16,PERFECT,נתן גז,נתנה גז,היא נתנה גז והכינה סיבוב חד עם הקורקינט,morphology,נתן גז
dictabert,seen_test,36_lit_39,PERFECT,נתן גז,נתנו גז,"לפני שהיא טסה ורקדה על המים, הם נתנו גז על הסירה עם המנוע החדשני שהם רק קנו.",morphology,נתן גז
dictabert,seen_test,37_lit_8,PERFECT,נתן יד,נתנה יד,"בדרך לגן המשחקים, האמא נתנה יד לילדה הקטנה.",morphology,נתן יד
dictabert,seen_test,37_lit_34,PERFECT,נתן יד,נתנו יד,"כדי לעזור לו לקום, הם נתנו יד לחבר שנפל במשחק הכדורגל.",morphology,נתן יד
dictabert,seen_test,38_lit_9,PERFECT,סגר חשבון,סוגר את החשבון,"אם האב לא היה סוגר את החשבון של בנו הקטן בזמן, הריבית שהצטברה הייתה אוכלת את החיסכון, וכך למדו השניים שיעור חשוב באחריות כלכלית משפחתית.",morphology,סגר חשבון
dictabert,seen_test,38_lit_10,PERFECT,סגר חשבון,לסגור את החשבון,"אם האבא לא היה יוזם פגישה עם הנהלת הבנק כדי לסגור את החשבון ולפתוח חיסכון ייעודי לילד, הם לא היו מצליחים לממן לו את טיול החלומות לאירופה בקיץ לבר מצווה.",morphology,סגר חשבון
dictabert,seen_test,39_lit_2,PERFECT,עשה סלט,עושים סלט,"אם הם לא היו עושים סלט ירקות מאודים עם ברוקולי וגזר, אולי היו נכנעים לפיצה שוב; אבל באותו ערב, כשהגישו את הסלט, אפילו הילד הקטן ביקש תוספת – נס תזונתי אמיתי.",morphology,עשה סלט
dictabert,seen_test,39_lit_19,PERFECT,עשה סלט,שעשתה סלט,"היא כתבה פוסט שלם באינסטגרם: ״זה לא רק אוכל, זה מצב רוח ואופי״ לאחר שעשתה סלט פסטה קר עם ירקות צבעוניים וקיבלה מאות לייקים תוך שעה.",morphology,עשה סלט
dictabert,seen_test,40_lit_5,PERFECT,עשה סצנה,עשתה סצנה,"בסדרה טלוויזיונית אהובה, שחקנית הקולנוע המיתולוגית עשתה סצנה מרגשת במיוחד.",morphology,עשה סצנה
dictabert,seen_test,40_lit_16,PERFECT,עשה סצנה,עשתה סצנה,"היא עשתה סצנה מלאת רגש מול הקהל באולם סגור, והשתיקה שאחרי הסצנה הייתה מרגשת יותר מההצגה עצמה – לפעמים הרגעים הכי עוצמתיים הם אלה שלא כתובים בתסריט.",morphology,עשה סצנה
dictabert,seen_test,41_lit_12,PERFECT,פתח דלתות,פתח את דלת,הילד הקטן פתח את דלת המכונית לבד בפעם הראשונה.,morphology,פתח דלתות
dictabert,seen_test,41_lit_15,PERFECT,פתח דלתות,פתחה את דלת,הילדה שחזרה מוקדם מהגן פתחה את דלת המטבח כדי לבדוק אם יש עוגה.,morphology,פתח דלתות
dictabert,seen_test,42_lit_5,PERFECT,פתח דף חדש,פתחה דף חדש,"במקום להמשיך בעצלנות הרגילה, היא פתחה דף חדש במחברת התרגול והחליטה לעשות כל יום שני תרגילים יותר מהתכנון – “אם לא עכשיו, אז מתי?” לחשה לעצמה בחיוך קטן.",morphology,פתח דף חדש
dictabert,seen_test,42_lit_6,PERFECT,פתח דף חדש,פתחה דף חדש,"בסוף השבוע האחרון, כשישבה במטבח עם קפה ועוגיות, היא פתחה דף חדש בספר המתכונים הישן של סבתה וכתבה מתכון חדש משלה, כמו המשך טבעי לדור של טעם וזיכרון.",morphology,פתח דף חדש
dictabert,seen_test,43_lit_7,PERFECT,פתח עיניים,פתחה עיניים,"האם הילדה בכלל רצתה לקום לבית הספר? היא פתחה עיניים רק אחרי שאביה העיר אותה בפעם השלישית, והבינה שאין דרך להתחמק מהבוקר הזה – גם אם הראש עוד בחלום.",morphology,פתח עיניים
dictabert,seen_test,43_fig_5,PERFECT,פתח עיניים,יפתח עיניים,"אם הציבור לא יפתח עיניים בקרוב ויבין שההבטחות הפוליטיות נעלמות ברוח אחרי הבחירות, מי יישאר להחזיר את האמון במערכת? לפעמים המציאות כואבת, אבל רק דרכה אפשר באמת להתפכח.",morphology,פתח עיניים
dictabert,seen_test,44_lit_2,PERFECT,קבר את עצמו,קובר את עצמו,"אם הוא היה יודע כמה מסוכן זה, אולי לא היה קובר את עצמו עד הראש בחול כשההורים לא מסתכלים – המשחק התמים בחוף הפך לשיעור חשוב על גבולות ומודעות.",morphology,קבר את עצמו
dictabert,seen_test,44_lit_23,PERFECT,קבר את עצמו,קובר את עצמו,הוא שכב ודמיין שהוא קובר את עצמו מרוב דיכאון ותחושת כשלון.,morphology,קבר את עצמו
dictabert,seen_test,45_fig_7,PERFECT,קיבל סטירה,הקבלת סטירה,"אם הסטודנט לא היה תולה את כל עתידו רק בקבלה לרפואה, אולי הקבלת סטירה הזאת מהוועדה לא הייתה כל כך כואבת, אבל הוא האמין שזה החלום היחיד שיש לו.",morphology,קיבל סטירה
dictabert,seen_test,45_fig_8,PERFECT,קיבל סטירה,לקבל סטירה,"אם התלמיד לא ילמד לקחת אחריות, הוא ימשיך לקבל סטירה אחרי סטירה מהמורה, לא על הציונים, אלא על חוסר המאמץ שמורגש בכל שורה שהוא כותב.",morphology,קיבל סטירה
dictabert,seen_test,46_lit_13,PERFECT,קיפל את הזנב,מקפלת את הזנב,האם גם הכלבה שלך מקפלת את הזנב בכל פעם שהיא מבינה שעשתה משהו שאסור? כי שלי כבר למדה לזהות את המבט שלי עוד לפני שאני אומר מילה אחת.,morphology,קיפל את הזנב
dictabert,seen_test,46_lit_33,PERFECT,קיפל את הזנב,קיפלו את הזנב,"חתולי הרחוב קיפלו את הזנב וברחו אל הפחים כשעבר לידם אוטובוס רועש, והעוברים והשבים לא שמו לב בכלל כמה פחד קטן יכול לגרום לבריחה כזו מהירה.",morphology,קיפל את הזנב
dictabert,seen_test,47_lit_22,PERFECT,קפא במקום,קפאה במקום,היא קפאה במקום בתוך המקפיא בחנות המזון,morphology,קפא במקום
dictabert,seen_test,47_fig_17,PERFECT,קפא במקום,קפאה במקום,"היא קפאה במקום כשהשמיעו את שמה בהגרלה הגדולה של תוכנית הריאליטי, וההפתעה הפכה לשיא הצפייה של הערב, כשלא הצליחה להוציא מילה מהפה.",morphology,קפא במקום
dictabert,seen_test,48_lit_9,PERFECT,קפץ למים,קפצה למים,"הבת שלי קפצה למים עם המצוף הצבעוני החדש שקנינו לה, צעקה בקול “תראו אותי!” ונראתה כאילו העולם כולו שייך לה – רגע של ילדות שאפילו הזמן קפא להסתכל עליו.",morphology,קפץ למים
dictabert,seen_test,48_lit_29,PERFECT,קפץ למים,קפצה למים,"הילדה חיכתה שסבתה תספור בקול רך “אחת, שתיים, שלוש” ואז קפצה למים בהתלהבות כל כך גדולה, שהרוח עצמה נראתה כאילו מחאה לה כפיים.",morphology,קפץ למים
dictabert,seen_test,50_lit_10,PERFECT,שבר את הכלים,שוברים את הכלים,"אם הם לא היו שוברים את הכלים בסלון בזמן ששיחקו תופסת, אולי היו מבינים שספורט בתוך הבית נגמר כמעט תמיד בקריאה לחברת הביטוח.",morphology,שבר את הכלים
dictabert,seen_test,50_lit_11,PERFECT,שבר את הכלים,ושבר את הכלים,בזמן ההובלה נפל אחד הארגזים ושבר את הכלים שהכינו לחתונה.,morphology,שבר את הכלים
dictabert,seen_test,51_lit_21,PERFECT,שבר את הלב,שברה את הלב,היא שברה את הלב המיוחד שקנתה לבעלה כשהתנגשה בקיר.,morphology,שבר את הלב
dictabert,seen_test,51_fig_3,PERFECT,שבר את הלב,נשבר לי הלב,"אם התגובה האדישה שלה למכתב הארוך שלי הייתה נובעת מבושה ולא מאדישות אמיתית, אולי לא היה נשבר לי הלב וגורם לי לעצב כה משמעותי עד כדי דיכאון.",morphology,שבר את הלב
dictabert,seen_test,52_lit_5,PERFECT,שבר את הקרח,שובר את הקרח,"אם צוות החילוץ לא היה שובר את הקרח במהירות, הלכודים היו קופאים מתחת לפני השטח, והמבצע כולו היה מסתיים באסון אנושי קשה במיוחד.",morphology,שבר את הקרח
dictabert,seen_test,52_lit_8,PERFECT,שבר את הקרח,לשבור את הקרח,"במהלך תחרות הספורט החורפית, שחקן אחד החליט לשבור את הקרח במגלשה כדי להאיץ את המהירות שלו – המהלך אמיץ, אבל גם מסוכן במיוחד.",morphology,שבר את הקרח
dictabert,seen_test,53_lit_11,PERFECT,שבר את הראש,ושבר את הראש,הוא החליק על הקרח ברחוב ושבר את הראש באבן.,morphology,שבר את הראש
dictabert,seen_test,53_lit_32,PERFECT,שבר את הראש,שברו את הראש,כל הבנים שנסעו ברכב ההסעות שברו את הראש בתאונה הקשה על כביש החוף,morphology,שבר את הראש
dictabert,seen_test,54_lit_6,PERFECT,שבר את תקרת הזכוכית,שברו את תקרת הזכוכית,"אתמול הם שברו את תקרת הזכוכית כששיחקו כדורגל בתוך המבנה הסגור, למרות שלכולם נאמר במפורש לא להביא כדורים פנימה – למה אנחנו תמיד לומדים בדרך הקשה?",morphology,שבר את תקרת הזכוכית
dictabert,seen_test,54_lit_10,PERFECT,שבר את תקרת הזכוכית,שברו את תקרת הזכוכית,בעזרת מוט מתכת הם שברו את תקרת הזכוכית.,morphology,שבר את תקרת הזכוכית
dictabert,seen_test,56_fig_30,PERFECT,שחרר קיטור,שחררו קיטור,הנערים שסיימו את לימודי התיכון שחררו קיטור במסיבת ריקודים שנמשכה עד הבוקר,morphology,שחרר קיטור
dictabert,seen_test,56_fig_34,PERFECT,שחרר קיטור,שחררו קיטור,העובדים שחררו קיטור בארוחה משותפת אחרי הלחץ,morphology,שחרר קיטור
dictabert,seen_test,57_lit_33,PERFECT,שיחק באש,תשחקי באש,"טעות קטנה כמו שמן שנשפך יכולה להדליק אש שתתפשט במהירות לכל הבית, אל תשחקי באש במטבח בזמן שאת מבשלת.",morphology,שיחק באש
dictabert,seen_test,57_fig_15,PERFECT,שיחק באש,שיחקה באש,"הזלזול שלה באמון החברים חצה גבולות, היא שיחקה באש ואז ביום שבו ביקשה עזרה – גילתה שהאמון שנשרף לא נבנה מחדש כל כך מהר.",morphology,שיחק באש
dictabert,seen_test,58_lit_8,PERFECT,שם עליו פס,שם פס,הוא שם פס אזהרה ליד המדרגות כדי למנוע נפילה.,morphology,שם עליו פס
dictabert,seen_test,58_lit_13,PERFECT,שם עליו פס,שם פס,"הטכנאי שם פס כסף מבריק על הכבל הפתוח, כדי להגן עליו מהתחשמלות – אבל האם זה באמת יעמוד בפני תנאי מזג האוויר הסוערים?",morphology,שם עליו פס
dictabert,seen_test,59_lit_1,PERFECT,שם רגליים,שמה את רגליה,"אחרי שהילדה קפצה בבוץ בגינה, אמא שלה אמרה לה והיא שמה את רגליה במקלחת אבל כשניסתה לנקות אותן לבד, הבינה שלפעמים גם לכלוך מביא איתו קצת אושר ילדותי.",morphology,שם רגליים
dictabert,seen_test,59_lit_3,PERFECT,שם רגליים,לשים רגליים,"אל תתני לעצמך לשים רגליים על הברכיים של חברה שלך באמצע השיחה – זו לא רק חוסר נימוס, אלא גם עלולה להתפרש לא נכון כשמדובר באירוע רשמי.",morphology,שם רגליים
dictabert,seen_test,59_fig_2,MULTI_SPAN,שם רגליים,לשים לך רגליים,"אל תיתן להם לשים לך רגליים בבית או בעבודה – תקום, תבנה לעצמך מסלול חדש, ותוכיח שאף מכשול לא גדול מדי למי שלא מפסיק ללכת קדימה.",morphology,שם רגליים
dictabert,seen_test,60_lit_10,PERFECT,שפכה אור,שפך אור,"האור ממגדל הפיקוח בשדה התעופה שפך אור רחב על המסלול, ואם הבקר לא היה מבחין בטייס המאחר – ייתכן שהמטוס היה ממריא בלי אישור בכלל.",morphology,שפכה אור
dictabert,seen_test,60_lit_19,PERFECT,שפכה אור,שפכו אור,"הלהבות באירוע המחאה שפכו אור כתום על פני המפגינים, אך אף אחד לא ידע האם מדובר בסמל של תקווה – או באזהרה למה שעוד עלול לקרות.",morphology,שפכה אור
dictabert,unseen_test,19_lit_15,PARTIAL_END,חצה קו אדום,חצה את הקו האדום,"במהלך משחק כדורגל מתוח, השוער טען שהחלוץ חצה את הקו האדום רגע לפני הכדור – והשופט, אחרי צפייה חוזרת במצלמות, ביטל את השער ומייד נשמעו קריאות זעם מהקהל.",boundary,PARTIAL_END
dictabert,unseen_test,19_lit_22,PARTIAL_END,חצה קו אדום,חצה שום קו אדום,"הוא טען שלא חצה שום קו אדום במשחק הטניס, אבל המצלמות הראו בבירור את חציית הקו – כך נגמרה תקוותו לזכות בגמר הנחשק.",boundary,PARTIAL_END
dictabert,unseen_test,19_lit_25,PARTIAL_END,חצה קו אדום,לחצות את הקו האדום,"החיילים קיבלו הוראה ברורה שלא לחצות את הקו האדום שסומן על המפה, כי מאחוריו יש שטח אש פעיל – אבל אף אחד מהם לא הקשיב ונאלצו לעצור את התרגיל כולו.",boundary,PARTIAL_END
dictabert,unseen_test,33_lit_5,WRONG_SPAN,נשאר מאחור,תישאר מאחור,"אתה תמצא את עצמך מבצע מסלול נוסף לבד לגמרי אם תישאר מאחור שוב באימון הקרבי, אמר לו המפקד בתקיפות.",boundary,WRONG_SPAN
dictabert,unseen_test,33_lit_38,WRONG_SPAN,נשאר מאחור,נשאר מאחור,לאחר שכיבו את האורות גילו שהוא נשאר מאחור במגרש הטניס השכונתי.,boundary,WRONG_SPAN
dictabert,unseen_test,33_fig_39,WRONG_SPAN,נשאר מאחור,תישאר מאחור,"צא מאזור הנוחות שלך ותתחיל להשקיע ולשאוף קדימה גם כשקשה ומאתגר, אל תישאר מאחור כמו כולם, אמר המאמן.",boundary,WRONG_SPAN
dictabert,unseen_test,19_lit_32,MULTI_SPAN,חצה קו אדום,חצה קו אדום,הנהג כמעט עשה תאונה לאחר שהוא חצה קו אדום בצומת מרכזית עם שילוט די ברור וחד משמעי שלא ניתן היה לעבור שם.,boundary,MULTI_SPAN
dictabert,unseen_test,19_fig_3,MULTI_SPAN,חצה קו אדום,לחצות קו אדום,"אל תעזו לחצות קו אדום בשידור חי, במיוחד כשמדובר באמירות שיכולות להדליק אש ציבורית – אחריות תקשורתית מתחילה החל מהשידור הראשון שאתה הולך לעשות וזה חוק מספר אחד.",boundary,MULTI_SPAN
dictabert,unseen_test,19_fig_6,MULTI_SPAN,חצה קו אדום,חוצה קו אדום,"אם הרופא שלך חוצה קו אדום ומחליט עבורך על טיפול בלי לשאול לדעתך, אל תשתוק – הבריאות שלך היא לא עניין טכני, היא שייכת לך.",boundary,MULTI_SPAN
dictabert,unseen_test,19_lit_1,MISS,חצה קו אדום,חוצה את הקו האדום,"אם הולך הרגל לא היה חוצה את הקו האדום ברמזור, ייתכן שלא היה כמעט נפגע מהרכב שחלף במהירות – לפעמים שנייה אחת משנה הכול.",boundary,MISS
dictabert,unseen_test,19_lit_12,MISS,חצה קו אדום,חצה את הקו האדום,"במהלך המירוץ, אחד הרצים חצה את הקו האדום לפני הזמן והפסלנו אותו.",boundary,MISS
dictabert,unseen_test,20_lit_3,MISS,חתך פינה,לחתוך פינה,"אם אבא שלי היה משקיע עוד שעה בשיוף ועיגול המשטח במקום לחתוך פינה ממנו, אולי היה יוצא לו מוצר טוב יותר ולא כזה מכוער.",boundary,MISS
dictabert,unseen_test,2_lit_1,PERFECT,איבד את הראש,מאבד את הראש,"אם החייל הקטן היה עשוי מברזל ולא מפלסטיק זול, הוא לא היה מאבד את הראש בקרב המדומיין, אבל אולי אז היה מאבד משהו אחר – את הדמיון של הילד ששיחק בו.",morphology,איבד את הראש
dictabert,unseen_test,2_lit_2,PERFECT,איבד את הראש,מאבד את הראש,"אם החייל מפלסטיק לא היה מאבד את הראש בקרב הדמיוני מול מכוניות צעצוע, אולי בני לא היה שואל אותי אם גם חיילים אמיתיים נופלים ככה במלחמה.",morphology,איבד את הראש
dictabert,unseen_test,19_lit_2,PERFECT,חצה קו אדום,לחצות קו אדום,"אם הולך רגל בוחר לחצות קו אדום באמצע הכביש הסואן, מי באמת אשם כשהתאונה קורית – הנהג שלא בלם בזמן, או הולך הרגל שהתעלם מהחוקים?",morphology,חצה קו אדום
dictabert,unseen_test,19_lit_3,PERFECT,חצה קו אדום,לחצות קווים אדומים,"אם הרץ ימשיך לחצות קווים אדומים במסלול כדי לקצר את הדרך, הוא לעולם לא יבין את המשמעות של ניצחון אמיתי שנבנה ביושר ובהשקעה.",morphology,חצה קו אדום
dictabert,unseen_test,19_lit_1,MISS,חצה קו אדום,חוצה את הקו האדום,"אם הולך הרגל לא היה חוצה את הקו האדום ברמזור, ייתכן שלא היה כמעט נפגע מהרכב שחלף במהירות – לפעמים שנייה אחת משנה הכול.",morphology,חצה קו אדום
dictabert,unseen_test,19_lit_12,MISS,חצה קו אדום,חצה את הקו האדום,"במהלך המירוץ, אחד הרצים חצה את הקו האדום לפני הזמן והפסלנו אותו.",morphology,חצה קו אדום
dictabert,unseen_test,20_lit_1,PERFECT,חתך פינה,חתכו פינה,"אחרי שהם חשבו רבות על מה לעשות כדי שהוא יתאים בדיוק לצורת הקיר, הם חתכו פינה בצד הארון ואז זה הסתדר בול.",morphology,חתך פינה
dictabert,unseen_test,20_lit_4,PERFECT,חתך פינה,חותך פינות,"אם היית חותך פינות מהחומר רק איפה שצריך ומתרכז בביצוע מדויק, ייתכן שהמוצר שלך לא היה נופל בבדיקות האיכות של הלקוח המרכזי.",morphology,חתך פינה
dictabert,unseen_test,20_lit_3,MISS,חתך פינה,לחתוך פינה,"אם אבא שלי היה משקיע עוד שעה בשיוף ועיגול המשטח במקום לחתוך פינה ממנו, אולי היה יוצא לו מוצר טוב יותר ולא כזה מכוער.",morphology,חתך פינה
dictabert,unseen_test,20_lit_24,MULTI_SPAN,חתך פינה,חתכה פינה,היא נחתכה באצבע כאשר חתכה פינה מהדגם.,morphology,חתך פינה
dictabert,unseen_test,33_lit_19,PERFECT,נשאר מאחור,נשארה מאחור,"היא נשארה מאחור בתחנת הרכבת בכוונה, רק כדי ליהנות מהשקט ומהמוזיקה שבאוזניות לפני הנסיעה הארוכה הביתה.",morphology,נשאר מאחור
dictabert,unseen_test,33_lit_25,PERFECT,נשאר מאחור,נשארה מאחור,הילדה לא שמעה את הקריאה ולכן היא נשארה מאחור בכיתה.,morphology,נשאר מאחור
dictabert,unseen_test,33_lit_2,MISS,נשאר מאחור,יישאר מאחור,"אם העובד החדש ימשיך להסס בזמן שהצוות מתקדם בטיול, הוא יישאר מאחור ועלול ללכת לאיבוד בטיול המחלקתי.",morphology,נשאר מאחור
dictabert,unseen_test,33_lit_4,MISS,נשאר מאחור,שנשאר מאחור,"אם הרצים לא יעזרו אחד לשני בזמן התחרות, מי שנשאר מאחור במקטע האחרון של המסלול עלול לאבד את התקווה ולהפסיד את כל המרוץ.",morphology,נשאר מאחור
dictabert,unseen_test,49_fig_20,PERFECT,רץ אחרי הזנב של עצמו,רצו אחרי הזנב של עצמם,"החוקרים רצו אחרי הזנב של עצמם במשך שנים, כי כל ניסוי העלה תוצאה הפוכה מהציפיות, עד שגילו טעות אחת קטנה בתוכנה ששינתה הכול.",morphology,רץ אחרי הזנב של עצמו
dictabert,unseen_test,49_fig_21,PERFECT,רץ אחרי הזנב של עצמו,רצה אחרי הזנב של עצמה,"היא הודתה שהיא רצה אחרי הזנב של עצמה בניסיון לספק את כל דרישות הלקוחות, במקום להתמקד במוצר אחד טוב עם תכנית סדורה שיעשה את שלו בשוק הזה.",morphology,רץ אחרי הזנב של עצמו
dictabert,unseen_test,49_lit_8,PARTIAL_END,רץ אחרי הזנב של עצמו,לרוץ אחרי הזנב של עצמה,"אם הכלבה תמשיך לרוץ אחרי הזנב של עצמה גם אחרי החיסון, אולי זה בכלל לא משחק אלא סימן שהיא חשה גירוי בעור שצריך לבדוק.",morphology,רץ אחרי הזנב של עצמו
dictabert,unseen_test,49_lit_9,PARTIAL_END,רץ אחרי הזנב של עצמו,לרוץ אחרי הזנב של עצמך,"אם תמשיך לרוץ אחרי הזנב של עצמך ככה, אמר המאמן לכלב בתחרות האילוף, אתה לעולם לא תצליח להביא את הכדור כמו שצריך.",morphology,רץ אחרי הזנב של עצמו
dictabert,unseen_test,55_lit_1,PERFECT,שבר שתיקה,שובר שתיקה,"אם היית שובר שתיקה מוקדם יותר, אולי היינו מצליחים להבין מה בדיוק קרה באותו יום גורלי.",morphology,שבר שתיקה
dictabert,unseen_test,55_lit_2,PERFECT,שבר שתיקה,שוברת שתיקה,"אם הנהגת לא הייתה שוברת שתיקה ומתקשרת לעזרה בזמן, היא כנראה הייתה נשארת תקועה לבדה בכביש הריק כל הלילה.",morphology,שבר שתיקה
neodictabert,seen_test,22_lit_12,MULTI_SPAN,ירד לו האסימון,שירד לו האסימון,הוא התכופף והרים את האסימון אחרי שירד לו האסימון לרצפה,boundary,MULTI_SPAN
neodictabert,seen_test,29_fig_29,MISS,משך בחוטים,למשוך בחוט,יש לו קשרים בכל מקום הוא פשוט יודע בדיוק איפה למשוך בחוט.,boundary,MISS
neodictabert,seen_test,1_lit_26,PERFECT,איבד את הצפון,איבדו את הצפון,הם איבדו את הצפון בסירה בלב הים,morphology,איבד את הצפון
neodictabert,seen_test,1_lit_28,PERFECT,איבד את הצפון,איבדו את הצפון,הם איבדו את הצפון כשהמדריך נעלם,morphology,איבד את הצפון
neodictabert,seen_test,3_lit_1,PERFECT,דרך במקום,תדרוך במקום,איך תגיע לקו הזינוק בזמן אם תדרוך במקום יותר מדי זמן במקום להתקדם? שאל המאמן את הנער שהתמהמה באימונים.,morphology,דרך במקום
neodictabert,seen_test,3_lit_31,PERFECT,דרך במקום,דרכו במקום,הנערים דרכו במקום בזמן שהמורה ספר עד עשר.,morphology,דרך במקום
neodictabert,seen_test,4_lit_7,PERFECT,הוריד את הכפפות,מורידה את הכפפות,"אם הילדה לא הייתה מורידה את הכפפות הצמריות לפני שנכנסה הביתה, אולי הייתה מונעת מהריח הרטוב של גשם להתפשט בכל הבית, לתסכולה של אמא.",morphology,הוריד את הכפפות
neodictabert,seen_test,4_lit_9,PERFECT,הוריד את הכפפות,תוריד כפפות,"בדיוק כמוני אתה עלול לשכוח אותן שם ולגלות רק כעבור שעתיים שבמקום עבודה מסודר, שום דבר לא באמת נשאר שלך לכן אל תוריד כפפות במעלית כשאתה שקוע במחשבות.",morphology,הוריד את הכפפות
neodictabert,seen_test,5_lit_1,PERFECT,הוריד פרופיל,הורידה פרופיל,"אחרי האבחון של בעיות גב כרוניות, היא הורידה פרופיל.",morphology,הוריד פרופיל
neodictabert,seen_test,5_lit_4,PERFECT,הוריד פרופיל,הורידה פרופיל,"אחרי שעברה ניתוח מורכב, היא הורידה פרופיל צבאי והתאכזבה נורא מעצמה.",morphology,הוריד פרופיל
neodictabert,seen_test,6_lit_27,PERFECT,החזיק אצבעות,החזיקה אצבעות,"הילדה, שבקושי הצליחה להסתיר את ההתרגשות, החזיקה אצבעות לילד שחיבבה בזמן שעלה לשיר על הבמה, ולחשה לחברתה “אם הוא יצליח, אני אומרת לו שאני אוהבת אותו”.",morphology,החזיק אצבעות
neodictabert,seen_test,6_lit_38,PERFECT,החזיק אצבעות,החזיקה אצבעות,"לפני שבתי טעמה את העוגה לכבוד היום הולדת שלה, היא החזיקה אצבעות בהתרגשות רבה כי לא ידעה למה לצפות שתקבל במתנה",morphology,החזיק אצבעות
neodictabert,seen_test,7_lit_10,PERFECT,הייתה בעננים,היה בעננים,"הבלון שvתנדנד ברוח כמו צעצוע קטן, היה בעננים.",morphology,הייתה בעננים
neodictabert,seen_test,7_lit_14,PERFECT,הייתה בעננים,היה בעננים,החד-קרן הלבן היה בעננים וריחף מעל יערות קסומים ונהנה לו,morphology,הייתה בעננים
neodictabert,seen_test,8_lit_1,PERFECT,הלך בין טיפות,הלך בין הטיפות,"אחרי הפציעה, הוא הלך בין הטיפות של הדם במסדרון.",morphology,הלך בין טיפות
neodictabert,seen_test,8_lit_12,PERFECT,הלך בין טיפות,הלכה בין הטיפות,"בנעליים פתוחות, היא הלכה בין הטיפות.",morphology,הלך בין טיפות
neodictabert,seen_test,9_lit_8,PERFECT,הלך על ביצים,הלכו על ביצים,"בתחרות הספורט הלא שגרתית במתנ״ס, המתמודדים הלכו על ביצים כחלק ממשחק שיווי משקל, ואם היית רואה כמה רציניים הם נראו – היית חושב שמדובר באולימפיאדה.",morphology,הלך על ביצים
neodictabert,seen_test,9_lit_18,PERFECT,הלך על ביצים,הלכה על ביצים,היא הלכה על ביצים באתגר שראו בטלוויזיה,morphology,הלך על ביצים
neodictabert,seen_test,10_lit_21,PERFECT,הניף דגל לבן,והניפה דגל לבן,הילדה הכינה והניפה דגל לבן ונופפה לחבר שלה לשלום כאשר הוא עזב אותה באמצע היום.,morphology,הניף דגל לבן
neodictabert,seen_test,10_lit_25,PERFECT,הניף דגל לבן,הניפו דגל לבן,הם הניפו דגל לבן כדי להכריז על סיום המשחק.,morphology,הניף דגל לבן
neodictabert,seen_test,11_lit_7,PERFECT,הרים את הראש,מרימה את הראש,"אם היא לא הייתה מרימה את הראש מהספר באותו רגע, לא הייתה שמה לב שחברתה הטובה בוכה בשקט מולה, מה שגרם לה לסגור את הספר ולתפוס לה את היד.",morphology,הרים את הראש
neodictabert,seen_test,11_fig_12,PERFECT,הרים את הראש,הרם את הראש,"אל תרים ידיים כשקשה בעבודה – הרם את הראש, למד מהטעויות, ותוכיח שאפילו חברה במשבר יכולה לצמוח אם יש לה אנשים שמאמינים בעצמם.",morphology,הרים את הראש
neodictabert,seen_test,12_lit_29,PERFECT,הרים גבה,להרים גבה,"הרופא ביקש ממנו להרים גבה במהלך הבדיקה כדי לבדוק את עצב הפנים, והוא תהה אם זו בדיקה רפואית רצינית או סצנה ממחזמר רפואי סוריאליסטי.",morphology,הרים גבה
neodictabert,seen_test,12_lit_37,PERFECT,הרים גבה,הרימה גבה,תוך כדי הרכבת משקפיים ריקי הרימה גבה כי ככה היא רגילה.,morphology,הרים גבה
neodictabert,seen_test,13_fig_18,PERFECT,הרים ידיים,מרים ידיים,"האם אתה היית מרים ידיים אם היית מגלה שהחברה המתחרה עקפה אותך טכנולוגית, או שהיית מחפש דרך יצירתית להמציא את עצמך מחדש?",morphology,הרים ידיים
neodictabert,seen_test,13_fig_31,PERFECT,הרים ידיים,הרימה ידיים,"המורה הרימה ידיים מהכיתה הרועשת, הפסיקה לנסות ללמד ויצאה מהכיתה.",morphology,הרים ידיים
neodictabert,seen_test,14_lit_1,PERFECT,חותך כמו סכין,חותכת כמו סכין,"אל תתקרב למכונת הלייזר החדשה אם אינך מאומן לכך, היא חותכת כמו סכין, ובמקרה של טעות קטנה – גם כפפה עבה לא תציל אותך מפציעה רצינית.",morphology,חותך כמו סכין
neodictabert,seen_test,14_lit_34,PERFECT,חותך כמו סכין,חותכת כמו סכין,הקרן האולטרה סגולה חותכת כמו סכין דרך המתכת הדקה.,morphology,חותך כמו סכין
neodictabert,seen_test,15_lit_28,PERFECT,חזר למסלול,חזרה למסלול,היא חזרה למסלול הטיול היומי אחרי שסטתה לנחל סמוך.,morphology,חזר למסלול
neodictabert,seen_test,15_fig_3,PERFECT,חזר למסלול,חזרה למסלול,"אחרי שהתפטרה מעבודה רעילה ואמרה שחופש אמיתי הוא לא רק לעזוב – אלא גם לדעת מתי לחזור עם ביטחון עצמי חדש, היא ישר חזרה למסלול מקצועי משל עצמה.",morphology,חזר למסלול
neodictabert,seen_test,16_lit_4,PERFECT,חטף חום,חטפו חום,"אחרי שעמדו שעות בתור בשדה התעופה בלי מזגן והעובדים במקום טענו שאם משרד הבריאות לא יבדוק את התנאים, זה רק יחמיר בקיץ, אך למרות התלונה הם עדיין חטפו חום.",morphology,חטף חום
